,Unnamed: 0,id,title,artist,company,date_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
21,21,1nmlkeVpXudvhmmY8aFh1z,SHINING ON YOU,GOT7,JYP,2018-06-20,0.697,0.866,6,-2.411,0,0.0943,0.122,0.0,0.267,0.685,123.928,200987
22,22,4ihoQ1tMFBZyxqvxSMkxYg,HMMMM,GOT7,JYP,2018-06-20,0.569,0.939,10,-2.114,0,0.386,0.273,0.0,0.0519,0.691,199.626,193427
23,23,6yIXprDCH4Wy421tTD6DCh,2 (TWO),GOT7,JYP,2018-06-20,0.587,0.654,0,-3.919,0,0.0763,0.401,0.0,0.0781,0.304,144.486,227187
24,24,1yG6zmlUw5Zxxje3nBIjlu,Miracle,GOT7,JYP,2018-12-03,0.398,0.34,8,-7.209,1,0.0299,0.808,0.0,0.109,0.464,173.452,250849
25,25,1BR9Y1N9OLNMqEGcKAdy0K,Take Me To You,GOT7,JYP,2018-12-03,0.708,0.693,2,-4.427,1,0.0408,0.519,0.0,0.108,0.469,124.88,194234
26,26,7owtO9ZBTqTggJojaTKEkE,Come On,GOT7,JYP,2018-12-03,0.76,0.673,1,-3.487,0,0.0426,0.26,0.0,0.167,0.81,140.032,194274
27,27,5vUyOyf1JRJglgkO8YwScG,1:31 AM,GOT7,JYP,2018-12-03,0.591,0.565,2,-5.184,1,0.0423,0.16,0.0,0.103,0.137,139.758,231260
28,28,4FvleEiBzOIsG5Ksjg2mfk,Higher,GOT7,JYP,2018-12-03,0.65,0.891,4,-2.879,1,0.0906,0.0224,0.000167,0.122,0.517,130.099,156053
29,29,57j3MR97m3pY6gFdzv8nrs,I Love It,GOT7,JYP,2018-12-03,0.796,0.605,7,-5.992,0,0.075,0.0371,0.0,0.115,0.456,140.031,71426
30,30,2A27zEZagIqtgpzLtnmjbb,WOLO,GOT7,JYP,2018-12-03,0.588,0.85,11,-3.49,0,0.256,0.00207,0.0,0.428,0.667,150.022,184173
31,31,7cst48ixgIYEvdmIaCMoIm,King,GOT7,JYP,2018-12-03,0.472,0.616,0,-5.795,1,0.0542,0.000608,0.000659,0.0919,0.422,129.505,183444
32,32,4EPSCgvJCYlw563M1UqZxQ,Think About It,GOT7,JYP,2018-12-03,0.782,0.579,2,-4.896,0,0.0562,0.233,0.0,0.302,0.4,115.073,188211
33,33,1ZM75OgbDpCxACUufAKVvE,From Now,GOT7,JYP,2018-12-03,0.71,0.493,8,-5.292,1,0.131,0.384,0.0,0.124,0.176,98.001,199730
34,34,6gmQfEMsjSrUha5B2aTr2Y,Hunger,GOT7,JYP,2018-12-03,0.745,0.836,7,-6.277,0,0.269,0.0462,2.95e-06,0.194,0.382,140.044,93562
35,35,5DW7fPdFZVcayLhHCADNKa,Phoenix,GOT7,JYP,2018-12-03,0.927,0.902,10,-3.315,1,0.203,0.0553,0.0,0.329,0.764,124.0,175119
36,36,0n92ByvQ6uLY7nUG0G9xmO,Lullaby,GOT7,JYP,2018-12-03,0.727,0.888,0,-2.756,1,0.0881,0.015,0.0,0.113,0.726,129.993,217486
37,37,7AEh2HIerHc57fijXrnw2W,Enough,GOT7,JYP,2018-12-03,0.733,0.87,6,-1.842,0,0.041,0.104,0.0,0.189,0.482,126.995,199416
38,38,3S2j8iMDAzWVXBmlB7JIoO,Save You,GOT7,JYP,2018-12-03,0.735,0.953,7,-1.787,0,0.0513,0.159,0.0,0.337,0.524,104.945,205626
39,39,0cj3SeBcaFEji3g2RGETKv,No One Else,GOT7,JYP,2018-12-03,0.75,0.769,6,-3.854,0,0.0755,0.372,0.0,0.159,0.35,124.964,202004
40,40,0M0xsgahXINDRdewx2Oapc,I Am Me,GOT7,JYP,2018-12-03,0.697,0.721,1,-4.911,0,0.0462,0.0519,3.01e-06,0.172,0.332,135.02,211657
41,41,5HfUlXzNYON1VJc4FpEs7N,Sunrise,GOT7,JYP,2018-12-03,0.603,0.541,6,-4.732,0,0.0865,0.691,0.0,0.0979,0.465,138.086,211143
42,42,50TYTsz8CzNWi2F50JvJnQ,OMW,GOT7,JYP,2018-12-03,0.724,0.798,7,-4.865,1,0.0853,0.28,1.99e-06,0.17,0.53,81.995,188262
43,43,5TihMV3QFAb218Pq7QxPGg,Made It,GOT7,JYP,2018-12-03,0.711,0.86,0,-2.542,1,0.0706,0.11,0.0,0.406,0.336,140.073,156485
44,44,44pkMfQenESBO8LKY9q6JE,My Youth,GOT7,JYP,2018-12-03,0.58,0.761,0,-3.34,1,0.0303,0.0529,0.0,0.113,0.432,105.051,212820
45,45,23Zzg7ITwSMamN9dOrl6Qk,Nobody knows,GOT7,JYP,2018-12-03,0.625,0.777,10,-2.637,0,0.0461,0.55,2.18e-05,0.0872,0.49,129.958,186748
46,46,2iLx9QyAOoxKqL2bdaMrdm,Party,GOT7,JYP,2018-12-03,0.708,0.892,0,-3.918,0,0.033,0.0027,0.0465,0.277,0.513,124.005,184734
47,47,2ZZORIh29EZONUETNOD83m,Fine,GOT7,JYP,2018-12-03,0.686,0.65,7,-4.596,0,0.0729,0.562,0.0,0.259,0.475,106.118,183955
48,48,7MbapO3ZrXWMm4dCJDchlt,I WON'T LET YOU GO,GOT7,JYP,2019-01-30,0.669,0.89,1,-1.844,0,0.0457,0.0728,0.0,0.0797,0.432,100.043,217733
49,49,0GrJHL8wfU6TCS7iRhGlZM,NEVER ENDING STORY,GOT7,JYP,2019-01-30,0.68,0.847,6,-2.177,1,0.051,0.217,0.0,0.0733,0.476,106.051,246613
